관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
스타필드 코엑스몰,관광지,서울특별시 강남구 영동대로 513,서울특별시 강남구 삼성동 159,37.5128,127.0588,0.0,,,,,,,2000-01-01,10000,2000,아시아 최대 지하쇼핑몰. 패션·뷰티·메가박스·F&B.,,신세계,2025-12-24,3110000,서울특별시 강남구
압구정 로데오거리,관광지,서울특별시 강남구 압구정로 지상 일대,서울특별시 강남구 압구정동 일대,37.5275,127.0283,0.0,,,,,,,2000-01-01,5000,0,강남 패션 중심지. 명품·보세·갤러리아·카페·레스토랑.,02-3440-6114,강남구청,2025-12-24,3110000,서울특별시 강남구
경의선책거리,관광지,서울특별시 마포구 와우산로35길 50-4 일대,서울특별시 마포구 연남동 일대,37.5607,126.8332,0.0,,,,,,,2000-01-01,1000,0,폐선 경의선을 책 테마거리로 재생. 책·문구·소품·조형물.,02-3153-8654,마포구청,2025-12-24,3120000,서울특별시 마포구
경의선숲길 연트럴파크,관광지,서울특별시 마포구 양화로 160,서울특별시 마포구 연남동,37.562,126.925,0.0,,,,,,,2000-01-01,2000,0,도심 속 녹색 공간. 잔디밭·산책로·카페·샵.,02-3153-8654,마포구청,2025-12-24,3120000,서울특별시 마포구
홍대 벽화거리,관광지,서울특별시 마포구 와우산로29길 22 일대,서울특별시 마포구 서교동 일대,37.5545,126.923,0.0,,,,,,,2000-01-01,500,0,홍대 정문 좌측 골목. 벽화·카페·갤러리.,02-3153-8654,마포구청,2025-12-24,3120000,서울특별시 마포구
연남동 거리,관광지,서울특별시 마포구 연남로 일대,서울특별시 마포구 연남동,37.563,126.926,0.0,,,,,,,2000-01-01,3000,0,개성 넘치는 카페·식당·샵. 한·중·일식·이국적 분위기.,02-3153-8654,마포구청,2025-12-24,3120000,서울특별시 마포구
성수동 카페거리,관광지,서울특별시 성동구 연무장길 일대,서울특별시 성동구 성수동1가,37.5445,127.055,0.0,,,,,,,2000-01-01,2000,0,공장 재생 카페·브랜드숍. 한국관광 100선 성수동 거리.,02-2286-5114,성동구청,2025-12-24,3200000,서울특별시 성동구
젠틀몬스터 하우스 노웨어,관광지,서울특별시 성동구 연무장5길 8,서울특별시 성동구 성수동1가 656,37.5448,127.0545,0.0,,,,,,,2000-01-01,300,0,젠틀몬스터·탐버린즈·어티슈·누데이크 복합 문화공간.,,젠틀몬스터,2025-12-24,3200000,서울특별시 성동구
성수동 수제화거리,관광지,서울특별시 성동구 뚝섬로9길 일대,서울특별시 성동구 성수동1가,37.5435,127.052,0.0,,,,,,,2000-01-01,1000,0,350여 개 수제화 업체. 국내 수제화 70% 집중.,02-2286-5114,성동구청,2025-12-24,3200000,서울특별시 성동구
성수연방,관광지,서울특별시 성동구 연무장15길 11,서울특별시 성동구 성수동1가,37.545,127.056,0.0,,,,,,,2000-01-01,500,0,낡은 화학공장 재생. 라이프스타일숍·카페·양조장.,,성수연방,2025-12-24,3200000,서울특별시 성동구
북촌한옥마을,관광지,서울특별시 종로구 계동길 37,서울특별시 종로구 가회동 11,37.5825,126.985,0.0,,,,,,,2000-01-01,3000,0,경복궁·창덕궁 사이 전통 한옥마을. 전통체험·한옥음식.,02-3707-8388,서울시 한옥포털,2025-12-24,3110000,서울특별시 종로구
인사동 거리,관광지,서울특별시 종로구 인사동길 62,서울특별시 종로구 인사동,37.571,126.9855,0.0,,,,,,,2000-01-01,5000,0,골동품·화랑·고가구·민속공예·쌈지길·경인미술관.,02-734-0222,종로구청,2025-12-24,3110000,서울특별시 종로구
광화문광장,관광지,서울특별시 종로구 세종대로 172,서울특별시 종로구 세종로 1-1,37.572,126.9769,0.0,,,,,,,2000-01-01,10000,0,경복궁 남문 앞 광장. 세종대왕·이순신 동상·야간 조명.,02-3700-3900,문화재청,2025-12-24,3110000,서울특별시 종로구
창덕궁,관광지,서울특별시 종로구 율곡로 99,서울특별시 종로구 와룡동 2-71,37.5794,126.991,0.0,,,,,,,2000-01-01,3000,100,유네스코 세계문화유산. 비원·후원 산책.,02-3668-2300,문화재청 창덕궁관리소,2025-12-24,3110000,서울특별시 종로구
수원화성 장안문,관광지,경기도 수원시 팔달구 정조로 910,경기도 수원시 팔달구 장안동,37.29,127.012,0.0,,,,,,,2000-01-01,2000,0,수원화성 북문. 장안공원·화홍문·방화수류정·수원전통문화관.,031-228-4677,수원시청,2025-12-24,4110000,경기도 수원시
팔달산,관광지,경기도 수원시 팔달구 장안동 산1,경기도 수원시 팔달구 장안동,37.2822,127.0175,0.0,,,,,,,2000-01-01,1000,0,해발 128m. 서장대·삼일독립기념탑·야경.,031-228-4677,수원시청,2025-12-24,4110000,경기도 수원시
수원화성 서장대,관광지,경기도 수원시 팔달구 팔달산 정상,경기도 수원시 팔달구 장안동,37.2825,127.018,0.0,,,,,,,2000-01-01,500,0,팔달산 정상 군사 지휘본부. 정조 군사훈련·수원 야경.,031-228-4677,수원시청,2025-12-24,4110000,경기도 수원시
수원화성 팔달문,관광지,경기도 수원시 팔달구 정조로 800,경기도 수원시 팔달구 남창동,37.281,127.0185,0.0,,,,,,,2000-01-01,2000,0,수원화성 남문. 화성어차·무예24기 시범.,031-228-4677,수원시청,2025-12-24,4110000,경기도 수원시
덕진공원,관광지,전북특별자치도 전주시 덕진구 권삼득로 390,전북특별자치도 전주시 덕진구 덕진동,35.83,127.13,0.0,,,,,,,2000-01-01,5000,200,덕진호수·연꽃·음악분수. 24시간 무료.,063-281-8661,전주시청,2025-12-24,4611000,전북특별자치도 전주시
전주동물원·전주드림랜드,관광지,전북특별자치도 전주시 덕진구 소리로 68,전북특별자치도 전주시 덕진구 소리동,35.838,127.125,0.0,,,,,,,2000-01-01,3000,150,동물원·레트로 드림랜드. BTS 촬영지.,063-281-2661,전주시청,2025-12-24,4611000,전북특별자치도 전주시
팔복예술공장,관광지,전북특별자치도 전주시 완산구 팔복로 55,전북특별자치도 전주시 완산구 팔복동,35.822,127.145,0.0,,,,,,,2000-01-01,500,0,옛 공장 예술 재생. 예술놀이터·카페·아트샵. 무료.,063-281-5351,전주시청,2025-12-24,4611000,전북특별자치도 전주시
국립무형유산원,관광지,전북특별자치도 전주시 완산구 쑥고개로 249,전북특별자치도 전주시 완산구 효자동,35.818,127.138,0.0,,,,,,,2000-01-01,1000,100,무형문화유산 전시·체험·공연·교육.,063-280-7500,국립무형유산원,2025-12-24,4611000,전북특별자치도 전주시
목포해상케이블카,관광지,전라남도 목포시 해양대학로 240,전라남도 목포시 죽교동 516-101,34.789,126.38,0.0,,,,,,,2000-01-01,1200,848,국내 최장 3.23km 해상케이블카. 북항-유달산-고하도. 크리스탈 캐빈.,061-244-2600,목포해상케이블카,2025-12-24,4613000,전라남도 목포시
유달산 달성공원,관광지,전라남도 목포시 유달산로 92,전라남도 목포시 상동,34.788,126.382,0.0,,,,,,,2000-01-01,2000,100,해발 228m 유달산. 소요정·조각공원·달성사·목포의 눈물 노래비.,061-270-8433,목포시청,2025-12-24,4613000,전라남도 목포시
목포스카이워크,관광지,전라남도 목포시 해양대학로 59,전라남도 목포시 죽교동,34.7875,126.378,0.0,,,,,,,2000-01-01,300,0,유리 바닥 전망 데크. 다도해·영산강 조망.,061-270-8433,목포시청,2025-12-24,4613000,전라남도 목포시
평화광장,관광지,전라남도 목포시 평화로 82,전라남도 목포시 상동,34.786,126.384,0.0,,,,,,,2000-01-01,1000,0,목포 평화의 소녀상·해상 전망. 24시간 무료.,061-270-8433,목포시청,2025-12-24,4613000,전라남도 목포시
나리분지,관광지,경상북도 울릉군 서면 나리,경상북도 울릉군 서면 나리리,37.505,130.858,0.0,,,,,,,2000-01-01,500,0,울릉도 유일 평지. 전망대·울라 조형물·나리촌식당·알봉 숲길.,054-790-6641,울릉군청,2025-12-24,4790000,경상북도 울릉군
도동마을,관광지,경상북도 울릉군 울릉읍 도동리,경상북도 울릉군 울릉읍 도동리,37.484,130.908,0.0,,,,,,,2000-01-01,1000,0,울릉 관문. 울릉역사문화체험센터·옛 군수관사·도동소공원·도동항 야경.,054-790-6641,울릉군청,2025-12-24,4790000,경상북도 울릉군
저동마을·촛대바위,관광지,경상북도 울릉군 울릉읍 저동리,경상북도 울릉군 울릉읍 저동리,37.49,130.902,0.0,,,,,,,2000-01-01,500,0,촛대바위·냉동창고·관해정. 마을 산책·로컬 투어.,054-790-6641,울릉군청,2025-12-24,4790000,경상북도 울릉군
성인봉·나리환승선,관광지,경상북도 울릉군 서면 남양리,경상북도 울릉군 서면 남양리,37.498,130.865,0.0,,,,,,,2000-01-01,300,0,울릉도 최고봉(984m). 나리환승선·전망. 등산·자연경관.,054-790-6641,울릉군청,2025-12-24,4790000,경상북도 울릉군
